,TEXT,LABEL
538,mystery slide check methodology check gray report che oh wait damn shake fist rays horrible friday night,0
539,hey new add,1
540,girl,1
541,well lol believe call gold star,1
542,welcome world hope enjoy stay,1
543,add band pretty damn sweet love them promise,1
544,give friend excellent advice laugh,1
545,wah glad cut run after two west wing episode,1
546,thanks keep miss thing need like sleep post ad last night epic,1
547,difference well thunderstorm lovely meet absolutely love,1
548,dream last night lose follower 5,0
549,snarky wake up 90 minute early starbucks no white mecha nothing ipod want listen,0
550,hey hear move,0
551,favorite band,1
552,gonna cry next investmentgoing ill skin rash,0
553,good morning bless another share light love others,1
554,daddy dog watch people dog head home,1
555,good morning mother back hurt not sleep,1
556,cheer follow,1
557,wow tutorial,1
558,morning let put tweetschoolonline stuff together week,1
559,off bed dye hair colour answer postcard,1
560,gutted not fly not best friend birthday big amount coursework,0
561,statusnotifier not,0
562,love hate,1
563,lose tiffany necklace somewhere home sad cry,0
564,actually like title mayor twitterville,0
565,sickagain,0
566,sooooooo excite home,1
567,oh no throw zyrtec,1
568,miss jt snl hate,0
569,love thunderstorm lovely evening play bubble bubble wii,1
570,mental health school exhaust irritated life overwhelm home,1
571,not good after eat food gh,0
572,life suck nowhere kind,0
573,dummy hurt bad right,0
574,thing isi not panic,1
575,anytime not yet dread weekend,0
576,terrible programme call jeremy vile,1
577,motivation get licence stop flanking friend la,0
578,can not find gg cd want cry can not find internet,0
579,good morning cold,0
580,lot woman sad right john lloyd here,1
581,like new person addict haha,1
582,guy want enhancement still bonus track miss heart,0
583,lol no saying get hand clap wisdom lol,1
584,finally press button g1 headset twice skip next random song take 7 month,1
585,wonder anything git tract transplant want replace intestine healthy,0
586,factor friend leave valley dear macabroso sunshine,1
587,love mack maine real talk have rapper follow cute,1
588,followfriday blind shout recommending people like 2 followgoto srch 4 followfriday 2 c,1
589,hey need car dm address,1
590,tell sad confuse,0
591,hate not homework,0
592,oops ok can not really nap since people check,0
593,andy roddick advance round 4 meet monies next interesting,1
594,but keep fair,1
595,sour best person scar wow another sunny,1
596,min with may friends how cool,1
597,miley delete fb please beg add promise wnt annoy much please beg,0
598,yea but think old play bring back childhood memory think though lol,1
599,no rub,0
600,shall update happen,1
601,want rude die week fuck hate get,0
602,approach good chat good use yay photo,1
603,yes love here,1
604,take least another complete read blog stay tune,1
605,way summer tour demi,1
606,plain white concert fun,1
607,clothingstore hate new dc plane overweight switch,0
608,get back belcourt saw fifth element awesome upload photo friday,1
609,www picasso cute,1
610,think something wrong uk2 live support offline email take hour,0
611,finalize invite list transformer hopefully empty sit leave many people watch already,0
612,fail sigh need effort try hard word son lol,1
613,find van 2 send 2 dealer hope get back week miss odyssey,0
614,but not find,0
615,nm best time pray hope fun fun,1
616,ask v get retarded grass hopper drink taste like dust get v after school end,1
617,finger stop bleeding please can not play juno,0
618,say someone else want la summerlol not since 169yrs ago,0
619,diner chumsno french toast,0
620,not get ticket pay 2 week federal pound prison mid,0
621,hungry but eat many babel up need cheeseburger,0
622,happy birthday,1
623,ever good love knitpicks,1
624,side good inland must prime sunset,1
625,thank soo much can not wait indulge mag cup cake amazing already,1
626,shoot calgary,1
627,actually get rid game no use sam take xbox,0
628,want london meet fly guyssince not lucky friend,0
629,rumor actual vidshowing new mg psp,1
630,phx sad playlist no way anger give,0
631,also get psittacosis right since psittacine,1
632,finish ap study review,1
633,goodnight,1
634,next album,1
635,newspring coffee set up already move bring coffee spoil lisa,1
636,play vii dire cerberus without keyboard mouse,0
637,art superman celebration not,1
638,former manyã tem never da jose e show bruno e marine not kkkkkk bests,1
639,vile smart enough slap face okay smile,1
640,proud dad piece keep up papa,1
641,yeh not think josh bigger around dvd,0
642,way disney new up movie while listen alt metal not masculine balance not,1
643,good night,1
644,espn show georgiakentucky game last forget heartbreaking,0
645,not like much,0
646,mashed 09 worldcat registry api not support request base ip,0
647,watch food channel chopped chef accident use salt instead sugar desert dish not taste test first,0
648,get best friend,1
649,watch camp rock 859407 millionth time,1
650,forward up,1
651,ah tire but can not not sleep,1
652,wake up late,0
653,get sick issue happen people stuff ups fix but life lead,0
654,yes mainly cinnamon chain honey south throat but not able keep down even cream cracker,0
655,bake chocolate molten cake rich chocolate anybody want,1
656,putin,0
657,excited new moon,1
658,back nin want upload far song night show,1
659,bed not back till sunday night hope everyone amazing weekend l love twitterworld peace xx,1
660,szombathely jazz camp start like pic tell,1
661,leave ta sorry area suck assets official,0
662,head acre need home,0
663,thick sketchbook thick but enough pass,0
664,someone somewhere not like slide,0
665,favourite movie,1
666,watch song marry avoid haha man hilarious,1
667,book body part person scar book scar baby toe,1
668,allow usable address per contact,0
669,wish float adriatic right nowmiss pop,0
670,pepsi good couple noise like boom pow,1
671,mission trip west side florence get cancel going birmingham can not wait life change,1
672,happy mother,1
673,back flood manila pinatubo cloudy grizzly weather still beautiful,1
674,stop most roll,1
675,wicket friend over fun way disney dodgers,1
676,dns entry remove,0
677,guess someone step up declare overhyped certainly attract spotlight,1
678,thanks,1
679,ew creepy follower,0
680,course smash,1
681,think actor early 20 up while ago divine though,1
682,yakisoba drop printer intolerable steal sad state,0
683,hey remember sandy homestead,1
684,hey kathy daughter want clean garage 50 buck,1
685,wake up nightmare,0
686,get sunburnt knee funny but bet sting later fab though,0
687,eat chocolate bridge,1
688,florida beautiful location but no hope great,0
689,debut distant family member wait ballroom open bore,0
690,no unreal haha love definately view,1
691,glad insanity keep entertain,1
692,impossible quiz take long load 300 update ftw,1
693,yay finally transfer successfully haha look 33,1
694,alkaline trio sweet save suck but great time anyways awesome seeing everybody hanging,1
695,test evil instant okinawan yakisoba,0
696,sexy costume feline feisty cat costume pure else,1
697,cheer sideline,1
698,mc hammer lol coffee nice,1
699,clean watch benjamin button make cd lau party,1
700,listen africa karl wolf take alot drag away 3,1
701,swimming morning odore game cable arrive video camera can not wait start edit,1
702,ok first make laugh but make sad dumb,0
703,not b stressedthings 1 way anotherespecially w power prayers knowkeep head up allison,1
704,foot watch full metal alchemist brotherhood 5 get use mustang new voice episode awesome,1
705,good answer thanks take time answer question think rock enjoy jack,1
706,well grow up before take time,1
707,suck,0
708,watch hannah montana 2 minute,1
709,gh still glass head crash,0
710,lol not worry not here,1
711,way pepper gallery love new job,1
712,spend bff leave next week take baby,0
713,na stick na rin sa akin yung song,0
714,play nia hd nokia fancy but new samsung gorgeous screen faster syrian,1
715,t0othache need dentist scar haha,0
716,head must get big optimum prime helmet not fit like use time adjust strap,0
717,realize lose entire itunes collection dayseriouslywhat gh,0
718,officially apartment but can not move another week truck need new brake,0
719,congo jealous saw twin even lmaz mane,0
720,screw read blog brother,1
721,miss face bonnaroo,0
722,cool watch josh green sing love voice,1
723,way,0
724,ok pretty cool nuns always talk funny shit others dance macarena xd,1
725,thought give tweets update update say something,1
726,okay thanks prompt response hop,1
727,415am awake serious headache,0
728,glad sub not win gt sunburnt after spend long beach yesterdayouch,0
729,want alas soon add 1,1
730,fwd ladytron wifi,1
731,turn tv f1 champagne ceremony record race not able change channel major panic spoil morning,0
732,since vb nc not either esp since use up fan love ohio,0
733,dude ya can not get money back ticket even sell ill send money over gutted can not,0
734,find awesome community livejournal gossip girl clothes stuff voodoo expensive though,0
735,happy happy anniversary can not believe already,1
736,precise public education best defense against private deletion,1
737,kayak five hour lake mom get suburb hell skin fire may die time alone,0
738,wake up hanging friend 2day,1
739,good morning,1
740,degreesschoolcollege love money funny not sadness hey,1
741,direct throw no wicket pakcricket,0
742,nothing like breakfast bed sick,0
743,well hey back report client use yay,1
744,doc sign off stress another stupid silly breaking panic attack morning,0
745,breathe spaceeeeee not listen but shout like,1
746,disconnect verizon biz account make difficult felt good get rid not suggest verizon people,0
747,no gold leaf sticker promo case people get can not get,0
748,much money,0
749,nail miss testes stuck after false start,0
750,sandy rumble away die,0
751,early hop,0
752,hmmmthat show ws ok like angry beaver regrets educational cartoon like,1
753,booth good luck chuck good night loves,1
754,thanks follow,1
755,yeah relation expect end degreesschoolcollege etc never happen sad,0
756,next best thing bore bore able share people,1
757,need someone walk dog free,1
758,up trying catch nap gym haha not working lol take advantage wifi connection,1
759,fly,1
760,430 friday already get fine china want want want still,0
761,way past bedside dawn sleep bye,1
762,hope ok needwant post ice cream top tons but not,1
763,,1
764,history revision exam monday,0
765,gh mean,0
766,ok must decorate father bday cake party 1 can not procrastinate long,0
767,wonder newly qualify journal say thing advertise,0
768,take hot relaxing bubble bath babysit,0
769,not fault no need say sorry chad,1
