,TEXT,LABEL
82,happens agree 100 win over want play,1
83,allowed sunny yeh wow long happy lol,1
84,panda thanks may but nice clothes still,1
85,mum station super sweet dream true big,1
86,stumble good morning happy fucking easy carry,1
87,extract commit not worry alright michael nice,1
88,eighth grade bite play 2010 love brandy,1
89,unexpected ota love oxo accept job soon,1
90,êìì thanks between add up monday like,1
91,ground good shane like quote love george,1
92,suburb good lol cheek hope great time,1
93,carpet help last nightnow kai beat free,1
94,grand mother good night loves grin contrast,1
95,worried kind adelaide funny easy relate total,1
96,sweater support mean love playschool love asukaesp,1
97,style good time charity bike swim love,1
98,scramble glad thing interest www great mtb,1
99,dryer fun box new top hollow heart,1
100,creativeness wow almost 2 lol out take,1
101,pre strong new improved software bit well,1
102,wicket friend over fun way disney dodgers,1
103,cancha wish ha no cry www great,1
104,syllable like first thanks leave inspirational music,1
105,common wish happy toy yes bit feeling,1
106,nm best time pray hope fun fun,1
107,1988 friend cafã rampage best mate good,1
108,strangely thanks need help photoshopjajjaja pretty psyche,1
109,revenge help need breaking hot relaxing bubble,1
110,mississippi lol oxo haha lol tupperware rafting,1
111,match person yes awesome though haha awesome,1
112,russell good right kind adelaide good way,1
113,helllll yes deffinetly happy else wise happy,1
114,diving parachute want wish luck chuck yes,1
115,tagging great time haha guy amazing love,1
116,1988 sigh need please call friend new,1
117,ughhi party not drown want b positive,1
118,dia play make smile thing right dream,1
119,szombathely jazz camp start like pic tell,1
120,pepsi good couple noise like boom pow,1
121,chi happy mother gift everyday worth 22,1
122,eyes haha learn play much good luck,1
123,funky kiss fame well can not no,1
124,previous laptop lol copy party awesome but,1
125,erik exactly like heaven must admit lol,1
126,found best friend add everyone great company,1
127,yearly high profit immediately thanks mean thank,1
128,ck glad many happy page flickr pretty,1
129,csc happy birthday party bad dog free,1
130,yada hail credit morning good thing okay,1
131,malemute beautiful not drown well hope another,1
132,lock sweet love haha over metro train,1
133,footage good answer please say bright side,1
134,bonesgreys care may delightful enlighten joy fill,1
135,sentence wish helpful advice laugh off play,1
136,spaceeeeee best really like wake love guinea,1
137,home relax friday love fun healthy happy,1
138,musicmatch internees feeling like idea though free,1
139,sync screen lol ah lucky miss friend,1
140,retains wow sound like nova recommend join,1
141,nugget sweet save afford win cuft gorgeous,1
142,tay lovely summer great count lol take,1
143,floor play much fun party make laugh,1
144,boyhood good friend back haha david funny,1
145,safari hilarious appendage grace mercy hospital good,1
146,maria best person tell find amusing awesome,1
147,copywriterwho wish happy birthday happy else wise,1
148,resort intelligent question hope like review love,1
149,daytime fun sunny warm welcoming though haha,1
150,channels wow youtube like little good part,1
151,sour best person scar wow another sunny,1
152,106 clear sky open accept awesomeness give,1
153,tinytwitter good call friend katy well enjoy,1
154,workout love but good hope movie award,1
155,trying faiths glad like 5000000 love movie,1
156,enlighten joy also haha lol sound well,1
157,deposit sedan love girls yay thanks audiobook,1
158,den great companyhad great smile deserve win,1
159,indies methodology love soup great time smile,1
160,ice cream party make documentary friend house,1
161,difference well thunderstorm lovely meet absolutely love,1
162,order seed great dayton yes bit expert,1
163,lecture wow sound great weekend l not,1
164,neverrrr love commercial fun condition friday happy,1
165,springleaf best friend yesterday fantastic saw funny,1
166,wit baby love much fun california adventure,1
167,connect nice clothes still bonus followfriday blind,1
168,fi thanks friend lay fun night please,1
169,antidote great sushi roll super jealous mistress,1
170,close thanks keep fair city thank free,1
171,collect friend hard please not call good,1
172,insurance join earn ok must like roadtripping,1
173,possibility haha luis care area longer important,1
174,hoo fun but great idea though sunshine,1
175,betty kind not hard love cake party,1
176,jackbot love way well lots fluid agree,1
177,trade successfully haha lol about happy birthday,1
178,licence help move singapore gift ðð ½,1
179,bate feeling lauren friend back hopefully nice,1
180,overshadowed want stay like anticipate jp jms,1
181,regularly love summer fantastic easy thing interest,1
182,sol thanks rediscovery ok hope like rock,1
183,day gr8 kid love love plz thank,1
184,retrieved party travis hope ok catch up,1
185,km good delle happy birthday grand feat,1
186,apc love lot kind wishesbut good shelled,1
187,shore thursday late appreciate summer great though,1
188,several friend 2day good character join radio,1
189,keys thanks follow awesome love song glad,1
190,canon tip try sleep well nice break,1
191,vat wow life lol new record feeling,1
192,canto 1 haha occasionally love nothing crazy,1
193,johnny welcome janet gray glad constant happy,1
194,approach good chat good use yay photo,1
195,writer want jackson happy dont ok attack,1
196,slovenia good song good probably pretty random,1
197,pump glad off like lyric someone want,1
198,obvious great right but not find awesome,0
199,supervisor grand feat love music like good,1
200,withstand want wake love ordo bless presence,1
201,hollyoaks love stuff wow night sweet sour,1
202,wagon great weekend friend room happy saturday,1
203,understand like 2 improve but true friend,1
204,err happy jp jms well still best,1
205,17 text bed thanks make perfect rainbow,1
206,academia best move snails top holiday gutter,1
207,nah sure pass lovely cloudy lol coffee,1
208,philippine kind thing excitement ff later lol,1
209,booth good luck chuck good night loves,1
210,endingand great idea sporting haha download party,1
211,donât grandes luck footage true ndtv always,1
212,lift spirit within 6 awesome game like,1
213,cheesecakeoh amusing awesome but great game 2,1
214,orlando love haha well quite nicely thx,1
215,super hungry well lovely meet friend hug,1
216,roast good weekend beautiful isle lol thank,1
217,om want friend home relax bit well,1
218,draws easy relate mercy flow love pink,1
219,note wish get ready summer fantastic movie,1
220,permission friends â dmy great bout good,1
221,union fan old funny always nice couple,1
222,briefly haha talk thanks kim best thing,1
223,writing haha abandon hope get good night,1
224,shrew love stand booty beautiful perfect schedule,1
225,wot want friend xo easy possible please,1
226,speak englisch hug want friend cheese awesome,1
227,differently excite not stand booty oh love,1
228,wonderful slovenia wish helpful think canada beautiful,1
229,lai haha boom pow haha multiply check,1
230,hopefully away change forever love definately thank,1
231,uva nice weather nice weather perfect dress,1
232,lecture welcome back lol want play 4,1
233,court lol well great giftsand thanks canadian,1
234,principally act love stuff create something nice,1
235,book ever good morning run after nasty,0
236,iz nice sum xml format love thank,1
237,exceed happy revising good morning thanks canadian,1
238,ñðµ please answer please give free six,1
239,spoil super excite meeting hope ok lunch,1
240,exit enlightening heal love north admit lol,1
241,meantime holiday gutter dear friend cheese but,1
242,touch great even funny send energy over,1
243,dec win good alfalfa yay photo facebook,1
244,personal fabulous ok thanks also good get,1
245,pow xd www haha say thank lord,1
246,rayon fun day amazing congratulations angelo love,1
247,demo need good morning hope like breakfast,1
248,42 welcome enjoy time lol login best,1
249,basics love love novella 2am important win,1
250,fist every dirty but before crash 2,0
251,phx sad playlist no way anger give,0
252,bug badly sigh hurt not good anticipate,0
253,florida beautiful location but no hope great,0
254,ria sad not cool anything up awful,0
255,sprout dread weekend no cooking fire keep,0
256,bad monday sad last press bad sleeve,0
257,hour painful math die like hell need,0
258,270 hate rzburg lazy friday hilarious steal,0
259,anger bad bitch haz edcbummer freak feather,0
260,clothingstore hate new dc plane overweight switch,0
261,baffled wrong smile comment crazy without lol,0
262,hp game not best give away die,0
263,eeeeee mad expensive cry much pain big,0
264,sorryconfused fire alarm ring pizza forget take,0
265,19th die half hour painful math die,0
266,cia insane intense breaking panic live saw,0
267,mee dead town bring up awful run,0
268,smoker suck never progress inseparable accord bad,0
269,advance round change holiday figure thief loser,0
270,adventure fail way anger give looking bad,0
271,disturb life suck delay stuff suck delay,0
272,belong bit disappointed weather normal stop get,0
273,quick hmmmthat envy shit alone friday back,0
274,bowler miss thomas shit sure kill 2nd,0
275,meet sorry not support mean something cell,0
276,yakisoba drop printer intolerable steal sad state,0
277,ëë hell get troubles not support request,0
278,earthquakes no way depression like cook kitchen,1
279,yearolds new voice episode die watch hannah,0
280,exhaust rest sick leavemight no class lame,0
281,semifinal 3 sob like sadness give way,0
282,transfer crush ka empty swimming ignore contest,0
283,lobster check hard hardly no school exhaust,0
284,leave ta sorry area suck assets official,0
285,static promo threat sad af447 no bueno,0
286,blue lose rounder suck obviously life suck,0
287,father bday oppressed student get bad vibe,0
288,lathe lose pound prison mid term auction,0
289,decision choose team struggle sign up crappy,0
290,leaflet here miss jessica alba pay hit,0
291,really miss photoshop game sorrythey sad everything,0
292,rap suspect phone confuse livelaugh spam taste,0
293,needle blood but no try subscribe far,0
294,boylevirgin attack spring alberta either thief loser,0
295,ughhi no use svn 1 home miss,0
296,marine col cry hard way anger give,0
297,ndez like but panic disco dead rock,0
298,rib shake fist sad danny not easily,0
299,precisely not sophisticated miss slow kansas scare,0
300,cause suffer brother best friend happy fabric,1
301,nike chip diet fail time drag advertising,0
302,nobbbbbyyy tension eurovision forget friction freak exam,0
303,whip get hate can not best idea,0
304,entry wrong week cry legs lose arch,0
305,pigeon hate monday sad flurry hate airline,0
306,enews spam reply ill keep updated sounding,0
307,kind money though threaten kill haha never,0
308,paddy poor thing isi fail math die,0
309,shutouts new friday love listen bo durham,1
310,vince bad lad after sick still no,0
311,hope settle want rude die watch new,0
312,brazilian up hazing sad lauren lonely wonder,0
313,gonna cry next investmentgoing ill skin rash,0
314,sugar hell skin rash attack certain avoid,0
315,quiz fb kids sad karma down sick,0
316,nurse hard aoc not care prestonlowe hurt,0
317,svn sore head hurt not help lol,0
318,subscription n lazy stop hockey fault frankly,0
319,hehehehehe get violence bf clean even outside,0
320,ge everyday connect hear scream old wrong,0
321,jess never progress jerk http fan outer,1
322,maryland bad mean love reggae sad somewhere,0
323,sunday signal hate smoke alone friday fun,0
324,kate premiere no exit stand watch gossip,0
325,rid him suck til later stupid sad,0
326,leicester kill new gun sad sad miss,0
327,support twitpic 30 use mybbworld gif panic,0
328,imaginative shit exhaust irritated life overwhelm home,0
329,hatchet bored anxious count intro email use,0
330,status bar suck barely get sick long,0
331,speak portuguese back call worried virus relate,0
332,her sad flurry sad sell keyboard shit,0
333,bake together swear productive 10 cancerfree low,0
334,solo anxious feeling sad miss ya no,0
335,york art fault no need 2 cry,0
336,backlog item but sore facerotten fault frankly,0
337,nail miss testes stuck after false start,0
338,theã sad thing happen suppose terrible phase,0
339,xx xxx broken frm damn shake fist,0
340,20654 new mg miss ashes kay drop,0
341,deadpool bother scramble hell get breakfast calendar,0
342,timing hate not motivated anybody miss neighbour,0
343,corona sad miss xxx lonely want golf,0
344,opener bad week lose arch crazy e3,0
345,relaxed run no friend shame no longer,1
346,church not help mom sick right worried,0
347,hard pass lame need badly sigh sure,0
348,orlando evil say damn forget heartbreaking ill,0
349,lightning careful thumb stop think die sorry,0
350,claim banned still hide right no pandora,0
351,clumsy punish fail time alone friday use,0
352,cody fine about dead disco dead funk,0
353,laugh lol hate life suck can not,0
354,girl really drunk nervous nd wrong someonechangedit,0
355,bff fuck mad no rcn petty image,0
356,jabbawockeez 333 fight over traumatized life forever,0
357,decent picture want water bother no brian,0
358,pa lose weighgym sick issue upside down,0
359,recover bad decision victim never progress not,0
360,silly shit cry move back bad irish,0
361,paranoia run bore buy quite imaginative moon,0
362,doh miss class lame damn foot hurt,0
363,circus useless bloatware use much pain belly,0
364,repeat follower 5 min sleep well fuck,0
365,physically pain not good actually not play,0
366,bengal sick morning spelling mistake nah 8p,0
367,royale sorry link functionality embarrass single sick,0
368,freezing hav 1 trap ash record miss,0
369,gb crappy ipod die fuck life great,0
370,this sad not play mess new film,0
371,slovenia die fail math die water fight,0
372,future good luck mistake nah snobbishness stem,1
373,rotate garbage sad emotionally kill blogger far,0
374,sweets annoy rainingwant get paper leave give,1
375,border obsessive fire alarm tire gh still,0
376,samsung sick morning bitch cordelia show stop,0
377,summer suck get sup burnt fail beef,0
378,garage annoy much annoy rainingwant lose ugly,0
379,semi freak exam bad office 600 sad,0
380,stair lol out school sad last school,0
381,nashville right enjoy sure nasty storm expert,1
382,ndez sorry loss bad miss guy lol,0
383,porn hate push pissed both no epic,0
384,push throw no rub sick gh behind,1
385,horizon no time low car last manage,0
386,sakura anything sad take brother boring annoy,0
387,itis suck nowhere kind off miserable shot,0
388,cluster old wrong uk2 no not play,0
389,vi poor kill make extra dire cerberus,0
390,bull sick want back dead funk dead,0
391,establish dead ruin monday sad cry whilst,0
392,movie miss much pain give credit morning,0
393,skorgees good hey units anti figure kill,0
394,frappuccino piss magic lose ugly useless bloatware,0
395,mailed no ticket pay weekly webcomic crying,0
396,city ljubljana also missing tommy no way,0
397,vega swell sad awkwardness not kind find,0
398,le mi pic bore though sorry hear,0
399,rosebud killing mee yard sale suck nowhere,0
400,machine appalling low car cancel poor dry,0
401,data no fun toy ugly betty stuck,0
402,prefer not best idea damn sad iranelection,0
403,gico ride sarah need stop think lose,0
404,belly stop hockey coke throw no mate,0
405,nose cough drop camera bad sore throat,0
406,win wish time no fi via jealous,1
407,fund sadly no vat return dude suck,0
408,beyondã sick long beach but hate wake,0
409,anon dead indeed ridiculously sick edit stop,0
410,lane fail beef salad suck barely stupid,0
411,oneself problem can not cool wat time,0
412,encounter shit others dvd cd want but,0
413,accounting wrong finish pack suck barely enu,0
414,faithyou hawaii had hurt spend sad cry,0
415,kris no glotto shame no way stop,1
416,api gross ugly fat tweeterwall gun map,0
417,sick little sad last night cry sound,0
418,knackered cry death next haha never progress,0
419,nugget shoot shoot nonetheless get block much,0
420,url annoy but like death bed hate,0
421,flavor hate airline lie get drunk despite,0
422,ago thing all kill chris mad reason,0
423,raja friend forward sunday head crash den,1
424,pray hope get embarrassed mission maybe ill,0
425,ebay 1550 crazy e3 love idea damn,1
426,glory bad part decision spam reply stupid,0
427,north jersey no video cry saw lose,0
428,ãs no wicket ill let put picture,1
429,fashion show stop totally stress test shock,0
430,odore ruins cube religion tired restless night,0
431,prime block away june 26 update fail,0
432,me2 sad rob ss crazy right sad,0
433,nm enough experience hurt like man bad,0
434,pl ridiculous china want no else miss,0
435,0130 leave alone uhhhhh lame but unfortunately,0
436,want rude die week fuck hate get,0
437,list sad time leigh shout hate stupid,0
438,johnson no vat pop fail movie word,0
439,aurea no idea damn annoy much shit,0
440,chicago no else issue hate happen poor,0
441,cost evil poorly place fear find new,0
442,sort horrible warning here miss class bore,0
443,swine flu others dance totally stress last,0
444,browser off stress no nice punish beautiful,1
445,der dead funk bitch loljkmines waste not,0
446,40 flavor miss greenwood bomb album killing,0
447,chew worry not good genius ill nominate,0
448,getting ready super tire hell get give,1
449,delldot seem dull girl miss xx later,0
450,congo jealous saw twin even lmaz mane,0
451,anyone hate ted first coffeebreak flu something,0
452,bodies listen no not lol such idiot,1
453,ilysoulm 8 annoy noon haha over get,1
454,ñðñð ðð ½ funeral morning bitch not,0
455,bass hard shit lunch afternoon seed pink,0
456,ruling cikajang fake tan back no trying,0
457,law jealous hate morning bitch not love,0
458,nah not best person complete battle blood,0
459,sat bad friend original jerk http before,0
460,barrier try demand another busy panic attack,0
461,forecast no gold tweets get tired think,0
462,nightmare hard use up bros no spoke,0
463,enhancement no friend redo land hate sunday,0
464,knew kill smh summit no longer sick,0
465,colour dead skin rash can not easy,0
466,perfume name smell lazy get new glass,0
467,smthsue hate perezhilton life suck totally ruin,0
468,pick up miss tweets annoy rainingwant tough,0
469,sidekick think drunk despite no invent miss,0
470,swim kill new follower miss odyssey embarrassed,0
471,butt aaaa annoy but haircut poor girl,0
472,ten ill going dinner raspberry pressure suckswould,0
473,seat die fail math die wear funky,0
474,ctrloptionshiftm also choice fantastic competition stomach not,1
475,bought hungry hate wake up lonely wonder,0
476,stupidbut sad miss 40 steal sad okay,0
477,url die like hell everybody school bore,0
478,sometime but not like shit office cool,1
479,sick gh man unfortunately download unfortunately download,0
480,advertising sick leavemight party bad right worried,0
481,traditional loss weekend no le grand bore,0
482,australian get shit shit isp alarm not,0
483,balanced take test shock barely screen instead,0
484,freedom choice award 2000 bad reception no,1
485,mga crush ka morning hope foot hurt,0
486,sickness hate skin rash no fun back,0
487,cannot are get shit die cough drop,0
488,happens dumb fon no hurricane bio cancel,0
489,candyfloss miss ashes exist goodninght barrett no,0
490,goggles attack morning late tired not cool,0
491,hello nice sit room middle nowhere kind,1
492,birth weird weird strange anxious feeling like,0
493,physics way stop hate so0 horrible long,0
494,laboratory pain up fake tan think tired,0
495,bunch lose ugly fat people disappear absolutely,0
496,fl steal car unfortunate combination watermelon waste,0
497,terrifying getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt embarrass single sick edit hell,0
498,sumo bored watch scary probably fault no,0
499,des wrong pic bore no internet afternoon,0
